cfips,longitude,latitude,area,pop_per_sq_meter
31075,31.1639914481,-84.7307216738,731471786.0,8.612772386548344e-07
31077,30.6528705338,-92.8278792297,1973083805.0,1.175317538020135e-06
31079,45.6690533298,-109.395216695,4653551002.0,1.3114286267362586e-05
31081,42.1412473526,-76.7600260363,1055038227.0,8.755133002398784e-06
31083,37.3840412342,-89.6844539015,1498414364.0,2.209669153972419e-06
31085,41.6194314385,-102.335438285,4417083924.0,2.0737663484792777e-07
31087,39.3359933047,-80.0461837011,447475051.0,6.196993539199574e-06
31089,18.3755558594,-65.8002432965,157008568.0,6.341055221903559e-05
31091,29.8870240994,-96.2779088915,1674405698.0,3.864057562470144e-07
31093,37.2243021506,-78.4410828106,906395971.0,7.158019461231696e-06
31095,27.4927094815,-81.8100059395,1651311553.0,4.299007045098776e-06
31097,39.8644164614,-85.0098761363,1040539262.0,4.859979997563994e-06
31099,36.7371415587,-84.4841745377,1105416695.0,6.017640252846009e-06
31101,39.3739160769,-111.576354881,4117901464.0,1.938608796201152e-06
31103,38.00019653,-101.31986081,2254696660.0,3.3663064902043185e-07
31105,44.2733844798,-72.6149783508,1779432159.0,1.9641097202402533e-06
31107,36.7984746846,-95.6173556358,1465460409.0,5.666478568101665e-06
31109,38.2948490453,-93.2879464988,1823462209.0,0.0001758468030855
31111,37.3007843394,-75.9285418475,548349606.0,6.263704692075589e-05
31113,39.4954650301,-92.0007352464,1677427650.0,4.453247208605391e-07
31115,38.336574821,-81.5281178783,2335215669.0,2.7834688188707936e-07
31117,36.3649169333,-78.4079288849,653713542.0,7.250882375020464e-07
31119,36.7647498967,-77.8590299644,1466538259.0,2.373821466051504e-05
31121,42.0879392632,-104.353264458,5764311422.0,1.3547151477965376e-06
31123,33.0692757535,-83.2495906334,670027542.0,6.902701322089832e-06
31125,30.458037893,-84.2778815189,1727237331.0,2.0448840102101755e-06
31127,36.991034312,-85.0586875538,657060481.0,1.0720474299838465e-05
31129,41.9874357661,-70.7370759268,1705716224.0,2.4236153363808304e-06
31131,38.8246749142,-82.316909885,1208308871.0,1.321268127973547e-05
31133,31.5146944202,-85.2414063367,1454926622.0,1.7877190235371196e-06
31135,38.2572922743,-94.339996655,2167029202.0,1.3230093980062571e-06
31137,32.6347102394,-90.0337143493,1850602740.0,4.866522568749682e-06
31139,32.3061694988,-101.43550545,2333039143.0,3.0792453789533358e-06
31141,40.7841735523,-96.687755507,2169270569.0,1.538028518746755e-05
31143,30.8897820069,-99.8206358613,2336237982.0,2.226228680499212e-06
31145,33.0765357599,-84.1394626622,475264443.0,2.2360183170698508e-05
31147,43.8201324535,-112.311302461,2832617272.0,2.750459822798115e-06
31149,35.1293327482,-85.6219924364,1290472802.0,1.0670507722951608e-06
31151,37.1169121603,-76.88830957,722475750.0,1.935981934341741e-05
31153,43.0405280973,-108.630418124,23785388828.0,7.940000534180043e-06
31155,45.9380407246,-93.630083459,1482415009.0,1.4791404476396528e-05
31157,38.8279397207,-102.603395824,4605713960.0,7.664175479972707e-06
31159,44.061546541,-116.397518964,1449796187.0,1.1854080010764988e-05
31161,46.0424798151,-86.1772944904,3035145674.0,1.6967884092406168e-06
31163,33.5827978515,-85.0797630545,1292475864.0,2.310294592859028e-06
31165,48.7910039093,-102.518193492,2858179013.0,4.198477403066706e-07
31167,29.0820812942,-97.356778445,2354237927.0,2.497623512289971e-06
31169,57.1797757863,-135.304965119,7433305220.0,6.574464326920239e-07
31171,39.5624202546,-75.9481069728,896909987.0,8.239399836229051e-07
31173,65.5086521548,-151.389616025,377038836685.0,1.914922097542966e-08
31175,35.3995733714,-110.321396004,25770517979.0,1.592129426092045e-07
31177,40.6485010044,-96.1347754194,1594561663.0,1.310767747963849e-05
31179,40.5067072585,-98.9480216382,1337063538.0,7.09913906873736e-06
31181,37.4012086268,-76.5229667418,564124717.0,6.060716534780021e-06
31183,37.5630613882,-101.784183191,1762103387.0,4.483278369636322e-07
31185,39.3438351886,-91.1713632054,1736428533.0,7.780913376640535e-06
32001,34.0705125102,-101.8268813,2602109427.0,9.747092008056432e-06
32003,32.0191127391,-89.1188598215,1751454613.0,0.0013223083160762
32005,39.5598830033,-83.4560972785,1052469899.0,4.6640763832429565e-05
32007,18.3286016876,-64.9670827857,81108425.0,0.0006535202724008
32009,43.9065519065,-91.1151957557,1170076618.0,7.572153706604536e-07
32011,32.0922715486,-92.1166058761,1371371987.0,1.505791294831225e-06
32013,37.4780954961,-90.3450261596,1280458107.0,1.324682151432542e-05
32015,33.5660908408,-82.8787644687,504031037.0,1.0939802502678023e-05
32017,39.8035392391,-74.9597543553,573293905.0,8.998874669703666e-06
32019,35.8580358086,-82.7057582627,1164497715.0,5.0080819608993394e-05
32021,45.5467908912,-122.414922836,1116560269.0,4.046355692063408e-06
32023,38.0229965906,-81.7112126287,1298967362.0,3.699400108561004e-05
32027,37.3540523996,-82.9541313398,910427588.0,7.219684559910327e-06
32029,43.6741733017,-95.1541129519,1820689416.0,2.310663182324997e-06
32031,41.4722121302,-87.3763856,1291857838.0,0.0003692991488433
32033,23.7186403965,-164.736740347,1555472299.0,6.085611428815294e-06
32510,36.7274816255,-85.1360135602,510875755.0,0.0001096822455393
33001,30.8450707709,-91.0455350736,1174307281.0,5.241473079140348e-05
33003,39.3803407733,-94.7737543641,1087240598.0,4.5221821269775656e-05
33005,41.7886677146,-76.5154525457,2971786846.0,2.565056107661364e-05
33007,38.7123597006,-88.0851335477,932484096.0,3.343113317827568e-05
33009,39.9167779156,-83.7838897267,1027907572.0,8.822874981214751e-05
33011,37.2784856293,-79.9580837461,110129457.0,0.0038022070698123
33013,36.2932966258,-82.4974202594,845605992.0,0.0001804883142313
33015,28.7169755783,-81.2363275276,801150340.0,0.0003885750082812
33017,43.6748244159,-97.787331341,1125574352.0,0.0001168585618233
33019,44.7666370786,-115.566279021,9492607317.0,4.557967959183832e-06
34001,39.2835296916,-80.3798749895,1077454934.0,0.000244042689585
34003,37.7302529228,-88.9299244512,1088349246.0,0.0008548671333392
34005,39.8736400746,-104.337801716,3020716474.0,0.0001478443951439
34007,17.7356133736,-64.747935737,215914992.0,0.0023472617408614
34009,29.8572816038,-95.3923371044,4418909573.0,2.07168756200298e-05
34011,48.1102917179,-123.934213907,4503168731.0,3.2645456739826526e-05
34013,34.42829125,-90.8480221032,1801669169.0,0.0004443107612505
34015,39.1363621482,-77.2042373226,1277027149.0,0.0002296309833582
34017,31.7924089362,-94.1450175185,2060566172.0,0.0003259618686975
34019,18.1479975123,-65.9764543268,137547968.0,0.0009072980271144
34021,44.6718744229,-93.0654245878,1456983368.0,0.0002520543528949
34023,41.0277303995,-94.2423791547,1097235807.0,0.0007498260581282
34025,36.8532163803,-88.9710587868,490647294.0,0.0012603371251854
34027,-14.2674550886,-170.627332642,65124866.0,0.0075406988169465
34029,37.5121196812,-78.2449450925,770525893.0,0.0007971659428711
34031,34.6182874723,-88.5200953248,1074806616.0,0.0004655553776382
34033,39.9724398254,-79.0282722626,2782573989.0,2.2443608057460355e-05
34035,33.3596322314,-82.0735477739,840016006.0,0.0003920532438044
34037,46.5857615606,-94.9694078336,1388950411.0,0.0001007969751052
34039,35.8070259189,-80.8734378255,1487420594.0,0.0003733940502372
34041,46.2527089623,-105.57171097,9798723675.0,1.0779363058219926e-05
35001,42.3862603643,-95.1053945569,1489300198.0,0.0004577089299493
35003,43.0599208476,-92.7890033704,1296550076.0,2.7943386584630457e-06
35005,36.8556222182,-89.9443100866,2132124564.0,3.0350478153395542e-05
35006,35.2943489527,-81.1802416273,921386282.0,2.8602553038661366e-05
35007,37.29992674,-85.8847094016,1068530146.0,1.1162062244709005e-05
35009,38.3471428738,-98.2010299558,1880936103.0,2.594080677284974e-05
35011,38.4794187776,-99.9161797856,2783562233.0,6.010284160943349e-07
35013,,,,
35015,18.4715322319,-66.5594617226,48421893.0,0.0012064377574003
35017,39.9168074106,-75.3988998092,476078165.0,5.672807951610215e-05
35019,37.5591374435,-120.997682895,3874667416.0,1.1033205023860555e-06
35021,32.7921493696,-103.412478212,11373854756.0,5.609355963187755e-08
35023,39.9274146651,-77.7212449251,2000245529.0,2.0527479954187163e-06
35025,41.177009812,-75.9890260819,2305001140.0,3.116267439243002e-05
35027,44.6836111689,-84.6103371078,1441077804.0,1.383617174912785e-05
35028,31.1988711407,-99.3474783776,2759893535.0,7.051721290401153e-06
35029,36.7740135585,-91.8865416662,2401562319.0,9.953936989631787e-06
35031,18.21191478,-66.0507654249,151780149.0,0.0004666222853688
35033,35.2079371348,-90.3088719897,1580882918.0,2.8325943363757696e-06
35035,41.9159125951,-101.135334608,1867796142.0,3.638887481972323e-05
35037,36.6660406992,-80.9175879894,21332076.0,0.0003842570221482
35039,41.0343060095,-74.3007756821,481767296.0,7.995768978058652e-05
35041,35.0217248029,-77.3551679748,1220836962.0,1.5030672048083026e-05
35043,47.6396466034,-122.649176385,1023372595.0,0.0001455032123466
35045,36.9655811681,-85.9336633247,1262837133.0,9.764679607342524e-05
35047,46.0607701736,-113.067841951,1907999323.0,1.4226420142183668e-05
35049,30.0686436991,-89.928127921,438830826.0,0.000346251883408
35051,30.5794688821,-84.6135993294,1337233845.0,8.126476936425432e-06
35053,32.4042861987,-88.662541529,1822508252.0,9.075953418508856e-06
35055,43.6250870279,-116.709270124,1520445185.0,2.1436484735883454e-05
35057,37.7381978567,-100.437862948,2250356170.0,6.881577328267996e-06
35059,34.8641146532,-84.3198525836,1002597261.0,4.0155705153078414e-06
35061,35.0571811284,-83.7501767115,556804505.0,0.0001393199934688
36001,39.1193028617,-105.717174716,5682182508.0,5.34396773726438e-05
36003,30.4982930281,-100.538187495,3765674776.0,1.2105931263778367e-05
36005,33.7212061505,-87.7388619701,1625693288.0,0.0008618735221105
36007,18.1831012969,-67.6050637583,201174433.0,0.0009415709400806
36009,17.9729540131,-66.261975661,179731087.0,0.0004220916996957
36011,43.7180588837,-99.0809353963,2116643978.0,3.591959762257193e-05
36013,40.9118486723,-79.9132708157,2044946885.0,6.163094060020047e-05
36015,37.0530460164,-89.5685146862,1087772859.0,7.595519534837006e-05
36017,41.7461054437,-89.3003092504,1877189067.0,2.4893603325040037e-05
36019,29.8081801337,-98.2782455413,1449162144.0,5.505112062877624e-05
36021,43.0103267267,-76.5743582093,1791190510.0,3.3237112226549255e-05
36023,39.3514336872,-101.719980701,2735193249.0,1.7246679011527496e-05
36025,40.8288491598,-81.8880189942,1436939444.0,3.057748897037028e-05
36027,36.2397743956,-121.308901554,8499616876.0,3.45066141543578e-05
36029,39.9310397361,-85.3964353742,1014963816.0,0.0009037179311621
36031,37.8015772072,-82.5132925147,594708779.0,6.203204207281426e-05
36033,37.4192050035,-83.6831118762,511288846.0,9.772362606948013e-05
36035,39.0732871864,-113.10069891,17574363583.0,3.005059031047133e-06
36037,48.561754652,-111.024580148,3703639182.0,1.538864808348385e-05
36039,39.9835107818,-94.8020598986,1120509776.0,4.210315787552754e-05
36041,39.4692968709,-79.6681619853,1680419586.0,2.585663745054683e-06
36043,44.4704611746,-88.9647928071,1936517513.0,3.147144272689054e-05
36045,27.9026762041,-82.7395539464,709079114.0,0.0001524442024391
36047,36.2311062795,-81.6964250718,809217076.0,0.0031375190604603
36049,39.0075029241,-78.8579227191,1508191847.0,1.736317568092516e-05
36051,36.5320343549,-86.0072701421,795498353.0,7.8438880187097e-05
36053,39.0415137637,-95.7565342577,1409012933.0,5.001941312911995e-05
36055,29.8317429384,-99.8221669212,1810812868.0,0.0004091532665207
36057,42.9145713002,-96.9756376237,1067154439.0,4.607580515344696e-05
36059,39.1329338744,-80.0030288847,883338380.0,0.0015298033353877
36061,35.695981462,-85.4526142035,708142417.0,0.0022763627221048
36063,40.74316347,-92.8686104167,1287978861.0,0.0001618007921637
36065,30.5988510952,-92.0058568609,2392922808.0,9.500766144229088e-05
36067,42.8528477813,-77.2998210492,1668081009.0,0.0002752947833602
36069,33.9498610997,-97.2441230299,1331024899.0,8.271145046400819e-05
36071,41.8877674933,-84.5929278019,1549207129.0,0.0002486652641784
36073,42.1769034689,-98.0666853094,2220025598.0,1.8007900465659406e-05
36075,41.0418321081,-86.6987792624,1123212810.0,0.0001035832203516
36077,35.117685821,-77.082003837,1830014535.0,3.2076794406444424e-05
36079,39.1962111616,-86.2273748048,808043860.0,0.0001219389254439
36081,37.1936094363,-107.048288324,3496712109.0,0.0006365468275958
36083,40.9181829168,-75.7088216052,987432366.0,0.0001601203337505
36085,36.1107306366,-82.432342828,481902940.0,0.0009863542231138
36087,34.9312465729,-81.9908274743,2092048331.0,0.0001559356899962
36089,39.9198995806,-79.6473693491,2047006949.0,5.236181540681228e-05
36091,42.3654992437,-123.555497668,4244080709.0,5.426334129594424e-05
36093,39.0001785652,-89.0241202321,1855567160.0,8.372534465419188e-05
36095,31.5514336788,-81.9167587358,1662608486.0,1.872479315614416e-05
36097,47.8692071189,-120.618973477,7565817923.0,2.337486862621661e-06
36099,35.2792789622,-82.1696779265,615606314.0,5.521548305627028e-05
36101,18.287078989,-67.1315302779,101747427.0,0.0009303134515627
36103,39.785156359,-98.7854727927,2319241781.0,0.0006356702488191
36105,32.0554496236,-93.7372773737,2269932580.0,3.33939433566789e-05
36107,48.4701446298,-118.516586208,5706361267.0,8.394841784208402e-06
36109,35.662042354,-81.2150705598,1039550834.0,9.721313926626122e-05
36111,32.5801941764,-93.8823968489,2276773700.0,7.805606679311168e-05
36113,35.1504672096,-83.4221767088,1335344512.0,4.774498223271988e-05
36115,36.6781704977,-88.9762156953,627487969.0,9.658511874990228e-05
36117,41.3440027805,-88.8859379256,2940070811.0,3.038668309135497e-05
36119,42.7511742879,-87.6960810134,861403264.0,0.0011211961230738
36121,39.2023794705,-106.344837734,976215867.0,4.042650947815418e-05
36123,37.2324840341,-121.696278854,3343890934.0,7.410528778926975e-06
37001,41.590577647,-88.4287883539,829412768.0,0.0002065871259893
37003,42.8625961548,-91.8443243326,1892840956.0,1.978032009573656e-05
37005,31.1720242681,-88.9923282776,1676259645.0,6.677963066992524e-06
37007,45.4299476083,-100.03155444,1835374267.0,1.3129202274034064e-05
37009,31.4574378292,-83.5265943229,675699704.0,4.02042502596686e-05
37011,57.1140130761,-133.002459292,7512659027.0,2.3388523207097497e-06
37013,38.2145295036,-92.428407769,1534831730.0,3.0669811602083574e-05
37015,39.6597402335,-94.8059357005,1057347849.0,1.7697108872635537e-05
37017,45.5024730826,-92.9083421514,1074585062.0,3.0626705287291624e-05
37019,36.6061367396,-104.646842539,9733110165.0,1.5312577118046008e-05
37021,37.6846796381,-104.960584534,4120756304.0,6.393899094305675e-05
37023,38.4137041563,-78.2792244734,830447699.0,0.0001088786206631
37025,38.8837685125,-94.8222610425,1226667300.0,0.0001805534393881
37027,43.9868496601,-91.779129433,1621638207.0,5.062781552975583e-05
37029,37.1596975589,-83.714662683,1215472435.0,9.036815384464066e-06
37031,38.4226080428,-76.0833253109,1400573745.0,4.9663932547871656e-05
37033,48.2345728769,-100.636289195,4853487956.0,4.624097186077369e-06
37035,34.4835677354,-82.0059340359,1848641840.0,8.671609423272601e-05
37037,36.7669321614,-98.8651275082,3331924479.0,2.273400867198947e-05
37039,45.9024044497,-112.656713468,1859568275.0,1.5634274035999028e-05
37041,34.7441185158,-99.8462501441,1391491968.0,9.928192413396668e-06
37043,33.3534616689,-84.7633607428,1142012458.0,1.0074320923038477e-05
37045,41.1514811895,-73.7533906824,1115219580.0,8.880313955750311e-05
37047,38.6064621876,-89.4224823889,1227502416.0,4.460602218480685e-05
37049,42.9311219743,-82.6643677239,1868251511.0,5.41859591195053e-05
37051,44.6057305617,-72.6414291047,1188468700.0,0.0002830230194535
37053,37.2850993946,-111.887766252,10333912584.0,2.8113262778109057e-06
37055,45.1231152442,-94.5273094656,1574893021.0,2.384098443471355e-05
37057,27.0816164392,-80.3984639525,1408486860.0,0.0001201530555989
37059,44.9985323069,-88.2205851408,2583464365.0,1.6755021120641624e-05
37061,40.5148205338,-99.8307042877,1186616237.0,4.9547611238358605e-05
37063,34.894336814,-82.3707710973,2033481265.0,0.0001609584536791
37065,41.5689031802,-101.695910708,1852759730.0,2.7434210263194787e-05
37067,35.4025956291,-81.9198334642,1464476077.0,0.0002621026085904
37069,40.3926315712,-96.2650968936,974023321.0,7.377544094757871e-05
37071,41.2851032069,-88.4184956524,1082940535.0,0.0002092155503256
37073,45.4005123213,-68.6494281289,8798699751.0,1.3029197863806048e-06
37075,58.2787538674,-156.544796848,61912947833.0,1.3686959346302202e-07
37077,44.0221214974,-95.7632758339,1825073511.0,3.314167875181001e-05
37079,35.4906159935,-86.0747626426,1111010383.0,1.883690766551549e-05
37081,38.083736798,-89.3670210808,1144367942.0,0.0004723314767585
37083,41.8077476122,-78.5690251336,2536067959.0,1.951012386099863e-05
37085,40.6664172232,-105.461144451,6723025059.0,2.038635864022592e-05
37087,17.9733883474,-66.1363432071,168319191.0,0.0003741225205864
37089,40.6655968327,-119.664306118,16358779479.0,7.240454592107532e-06
37091,39.0100394517,-88.1538411275,1281043656.0,1.8038417263743894e-05
37093,18.271003009,-66.7024478398,294045387.0,0.0001898686477268
37095,35.154110294,-84.859602735,851489145.0,5.6876826069227225e-06
37097,30.1516119464,-94.8122103741,3000095674.0,6.192135857864645e-05
37099,31.7597819469,-83.2204589709,647812569.0,6.797182102837527e-05
37101,38.9464767816,-84.3796958206,391968572.0,0.0005516921902606
37103,29.3374418892,-90.8376399064,3185239627.0,2.904020131355725e-06
37105,35.0481998087,-81.620428677,1018735996.0,6.120624012975389e-05
37107,34.290293884,-99.7457167359,1800337392.0,3.094975433360326e-05
37109,35.929110866,-80.5444636482,682965396.0,0.000128991894049
37111,44.3890320927,-99.9960503842,1920546202.0,2.3838010224551733e-05
37113,18.1111155053,-67.0384198311,141145014.0,0.0002550143216536
37115,41.3985995057,-85.4174667322,1064081178.0,2.0430772059009205e-05
37117,39.3927278538,-87.1157584406,926186141.0,2.394551053857758e-05
37119,26.5621530438,-98.7383995925,3168019238.0,0.0003563567375028
37121,31.8491922008,-103.579899078,1732230054.0,8.590660325767562e-06
37123,33.6769134328,-117.776142822,2053367783.0,1.3265037186959704e-05
37125,32.7535170026,-89.5240158465,1509697184.0,6.845876185988831e-05
37127,42.7764677574,-94.2071830507,1125014815.0,8.431800073672808e-05
37129,39.6785303915,-87.7455648767,1614400675.0,0.0001465639872827
37131,40.661536856,-83.6594624603,1218096651.0,1.567034929808702e-05
37133,44.3373203725,-85.0946817376,1462793646.0,0.0001394202118375
37135,46.9401261862,-103.846565695,2592280439.0,5.750805266173595e-05
37137,33.6164757788,-100.255850072,2359148814.0,5.389655762512657e-06
37139,26.9280228765,-97.636461158,3777375652.0,1.068784355048837e-05
37141,29.5003322407,-90.402594527,2767038601.0,2.337191825825201e-05
37143,38.6130327476,-85.3375681071,392766455.0,3.4796759820030966e-05
37145,39.7843853292,-99.9034768772,2274122713.0,1.7556220590810307e-05
37147,44.9380153707,-98.3461899802,3894077295.0,4.697492785643332e-05
37149,36.0697841981,-88.0682731679,1021248370.0,2.059244412796468e-05
37151,37.9781820266,-77.9628583492,1284976751.0,0.000112497755222
37153,39.1609175598,-86.5231372076,1021806936.0,4.33858867444603e-05
37155,41.0293737922,-93.3277206567,1115257644.0,0.0001165640968249
37157,45.9337163348,-95.453523681,1649184455.0,5.5351601043316895e-05
37159,41.5602875792,-84.5881378939,1089503873.0,0.0001307888879803
37161,34.8056115749,-84.9672206823,752230670.0,8.916945649131801e-05
37163,33.2608769536,-84.2841507002,507620135.0,0.0001248610833768
37165,42.7325458524,-93.2624729913,1507301289.0,2.297948011640027e-05
37167,41.499810931,-71.2809786997,265311877.0,0.0002383572145923
37169,35.8384916737,-100.813444084,2393298442.0,1.911295273387388e-05
37171,42.7280755442,-77.7754915036,1636254768.0,4.380919243255644e-05
37173,40.422331371,-93.5685581671,1175427727.0,1.20628428905523e-05
37175,43.4666080487,-89.3337362349,1982756265.0,1.7399011975887012e-05
37177,35.4012788062,-100.269647513,2368629213.0,1.5933266292954396e-06
37179,44.734724982,-90.6120571133,3133097725.0,7.805757160032408e-05
37181,30.2905333588,-92.4119791169,1696880727.0,2.635306022896446e-05
37183,41.1259792495,-81.5321670204,1069119180.0,0.001059069017918
37185,36.0412452465,-91.1070801351,1521913730.0,1.282727109637154e-05
37187,43.9246050918,-90.1137916425,1986729546.0,5.780857300443047e-06
37189,45.475142699,-91.1331318556,2366092053.0,2.385410150397052e-05
37191,43.0182145442,-88.3045082663,1423770516.0,8.70695091708164e-05
37193,39.769517371,-86.5099758786,1053849390.0,6.456615209503514e-05
37195,42.8181212402,-74.0585725636,529862595.0,0.0001547174697243
37197,41.5740218741,-97.0864647524,1066160352.0,3.529018869386732e-05
37199,42.3868746602,-95.5134961566,1117599852.0,1.6194526124543547e-05
38001,42.267809005,-77.3838032543,3601520291.0,6.075212197103792e-07
38003,41.0229983046,-87.1161212419,1449563753.0,7.175952060385163e-06
38005,43.3348466891,-97.7544162352,2105694681.0,3.211291770366589e-06
38007,43.386924164,-98.3660983597,1118358762.0,7.958090285879121e-07
38009,38.2164999843,-75.2966708247,1213155089.0,5.182354718704889e-06
38011,34.0245101817,-96.7691343971,962443215.0,3.102520703000644e-06
38013,35.7415534129,-91.5697116529,1978814985.0,1.0703375586171842e-06
38015,34.7542368128,-91.8887898981,1997848802.0,4.815779847988717e-05
38017,34.7004337984,-87.8049852867,1535202321.0,0.0001197913769959
38019,36.3900951244,-78.9718051426,1016140154.0,3.6540234980223015e-06
38021,38.9143249144,-99.8727358362,2303727352.0,2.0423423787173925e-06
38023,33.7936596461,-82.4512128043,544884786.0,4.178865071119824e-06
38025,40.1757608618,-97.1427156563,1476736210.0,3.0235596376417157e-06
38027,36.9055088424,-94.3392465045,1618106494.0,1.3466357177848394e-06
38029,34.1979978627,-118.26101385,10511861492.0,3.031813159282446e-07
38031,31.2060330455,-89.5086725366,1286381289.0,2.4603902645850758e-06
38033,47.2776387249,-106.992889065,12112233259.0,1.434087308968659e-07
38035,33.4485258506,-89.9201976988,1627263542.0,4.269806224172138e-05
38037,32.5481331978,-94.3714865548,2331138836.0,9.501793568849452e-07
38039,36.3715618824,-95.6043730203,1749883768.0,1.2612266256532303e-06
38041,31.4284974445,-102.51556846,2033319695.0,1.1990244357516046e-06
38043,44.6836233781,-83.1290075152,1747349266.0,1.406702167579129e-06
38045,37.2809053404,-92.8758770268,1534731546.0,2.627821139476337e-06
38047,40.761491497,-86.3459465589,1067476817.0,1.761162369112134e-06
38049,37.5947979696,-83.7162777687,540942126.0,1.052792845347748e-05
38051,41.5210180281,-113.082022662,14881016779.0,1.639672904235491e-07
38053,32.8024055204,-83.1712490669,1163459874.0,1.3100580725313437e-05
38055,38.326661062,-103.784825661,2039427872.0,4.616981129499833e-06
38057,41.394264035,-99.7261437929,6670757258.0,1.2253481402275904e-06
38059,33.7955389816,-90.8804009104,2270541557.0,1.3874663470869917e-05
38061,30.5795335845,-95.1669012009,1474332268.0,7.123224681398617e-06
38063,40.7746843377,-82.5364843947,1282554028.0,2.174567261192992e-06
38065,32.5993157059,-96.287794573,2021977077.0,9.52533053865081e-07
38067,33.2154016682,-109.240355413,4771123868.0,1.3954783368034745e-06
38069,31.6262755156,-84.9801029119,506093883.0,7.76140580225112e-06
38071,14.1515429648,145.215166139,85096798.0,0.0001338240717353
38073,42.7934613757,-120.38733759,21078875998.0,2.454115675091416e-07
38075,32.4038815035,-82.567282527,516529390.0,4.419884026347465e-06
38077,32.3060301333,-101.951216779,2369724587.0,6.817669905030191e-06
38079,42.1717425857,-90.5742293965,1647344934.0,8.598684894489741e-06
38081,32.403442782,-82.0736728222,629520839.0,6.215838710305188e-06
38083,32.9362268304,-86.2476592648,1685850815.0,7.562946784232506e-07
38085,38.0249578597,-87.5857849635,605216607.0,6.895052038781877e-06
38087,40.4400836596,-74.4088356547,800864377.0,9.327421988704588e-07
38089,41.7570882119,-71.0885008559,1432544616.0,2.241256547363269e-05
38091,43.3137033973,-73.4307589223,2152713603.0,8.779616561005212e-07
38093,31.9141614433,-108.714976887,8905760686.0,2.3016562787526044e-06
38095,37.3384339705,-108.596669828,5255990025.0,4.010662101665614e-07
38097,37.7238515313,-93.8566135049,1228870880.0,6.4766771916672e-06
38099,47.3079544484,-111.347045865,6988237754.0,1.493509575289702e-06
38101,42.6029174357,-83.9115277453,1463996483.0,4.676650579084759e-05
38103,44.0220442699,-97.129376351,1457881926.0,2.544101777965248e-06
38105,36.3932742158,-79.3335234769,1101694778.0,3.512769668406289e-05
39001,32.8250434949,-79.896819219,2377463289.0,1.1579989532280008e-05
39003,39.4149780091,-83.808378857,1058489018.0,9.634488243693804e-05
39005,37.5825228172,-106.38321036,2361956092.0,2.2592291271094463e-05
39007,34.9883574887,-80.5307400446,1638745719.0,5.889443302948455e-05
39009,35.1863303424,-91.2430822004,1519769776.0,4.308613122465465e-05
39011,47.0454432493,-110.266046893,4842466678.0,9.433208948557273e-06
39013,18.4572380901,-66.1905835491,60201696.0,0.0010951850924598
39015,36.5095802749,-106.693083681,15179590198.0,2.860024508811842e-06
39017,43.8195818941,-89.398748852,1180288193.0,0.0003267405386982
39019,48.5631854705,-122.977512444,450429127.0,5.9714166752808594e-05
39021,39.8575436237,-105.522621196,388556733.0,0.0001002684979853
39023,39.4640664935,-78.0275428663,831770844.0,0.0001606127468444
39025,32.7924711254,-81.9635320121,899567385.0,0.000230609739147
39027,30.1956117481,-82.9914923725,1783342112.0,2.3506987087848235e-05
39029,17.9585899206,-66.041855295,38869489.0,0.00260147489976
39031,38.9969300555,-85.6280646001,975382328.0,3.736893621472297e-05
39033,42.2500701189,-73.6318704984,1643770776.0,2.5148275296993112e-05
39035,42.5814260739,-116.169968363,19860561638.0,6.182519016232869e-05
39037,44.6737588538,-97.1883336931,1313016440.0,3.899798847910845e-05
39039,37.7713611083,-81.2486346747,1567869626.0,2.409511567385897e-05
39041,41.9154003329,-85.9934577475,1269366892.0,0.0001682366235844
39043,32.7534965705,-89.1175728285,1476641125.0,4.992343688111761e-05
39045,40.7880635936,-89.7599800409,1602464183.0,9.96646300705493e-05
39047,46.0126176925,-94.2684153059,2913980722.0,9.807546008878504e-06
39049,35.3736416751,-95.6667999353,1601359179.0,0.0008271873152325
39051,41.2185070628,-91.2596183012,1040584001.0,4.025527968885234e-05
39053,43.1138468547,-74.4221748142,1283234678.0,2.3224123000204643e-05
39055,29.6346233871,-91.4729263457,1438956831.0,6.481848377284641e-05
39057,44.2421397159,-94.7275713188,1582765932.0,0.0001074839915116
39059,38.0423908286,-84.7436031459,492386256.0,7.875727546708777e-05
39061,43.9346374164,-110.589809669,10351784298.0,7.90187446388385e-05
39063,46.716058182,-101.281118786,4988026151.0,1.5117603179542752e-05
39065,35.611177887,-82.5301070587,1700318985.0,1.8507703717723296e-05
39067,34.0807261331,-99.2410547627,2514738098.0,5.97040304592387e-06
39069,35.843213981,-77.109232267,1182135160.0,2.275881888159049e-05
39071,39.7736200492,-87.2063672164,1151822270.0,3.759607808242847e-05
39073,42.7745872458,-92.3180548339,1127885584.0,2.490944152363597e-05
39075,33.1134825704,-94.7326503668,652649031.0,6.742368089105459e-05
39077,44.0309090144,-73.1409413698,1984780267.0,2.9211797882107825e-05
39079,38.0371780097,-93.775975762,1748193269.0,1.8586617724816328e-05
39081,43.0023986959,-114.138200808,3111517528.0,2.087052360002004e-05
39083,35.6030197595,-88.108772783,864739794.0,7.218703294693062e-05
39085,46.4325011338,-102.460280406,2932485809.0,7.82847778139069e-05
39087,-11.0543869937,-171.074929617,2432605.0,0.0242912433379031
39089,38.8411628915,-86.4834511309,1163367162.0,0.000153090104154
39091,36.9905417852,-85.6292510918,750166102.0,6.042128520491319e-05
